ExtractionMethod;Reduction;Classification;Metodo;Fold;Components;ACC2;ACC
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_200_RandomForest;8;200;94,1176;0,9412
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_200_Adaboost;8;200;88,2353;0,8824
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_200_Gaussian;8;200;82,3529;0,8235
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_200_J48;9;200;61,7647;0,6176
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_200_RBF;9;200;85,2941;0,8529
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_200_LinearSVM;9;200;94,1176;0,9412
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_200_MLP;9;200;76,4706;0,7647
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_200_Logistic;9;200;88,2353;0,8824
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_200_RandomForest;9;200;85,2941;0,8529
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_200_Adaboost;9;200;85,2941;0,8529
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_200_Gaussian;9;200;73,5294;0,7353
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_200_J48;10;200;64,7059;0,6471
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_200_RBF;10;200;82,3529;0,8235
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_200_LinearSVM;10;200;82,3529;0,8235
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_200_MLP;10;200;73,5294;0,7353
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_200_Logistic;10;200;85,2941;0,8529
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_200_RandomForest;10;200;82,3529;0,8235
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_200_Adaboost;10;200;70,5882;0,7059
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_200_Gaussian;10;200;85,2941;0,8529
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;1;200;74,2857;0,7429
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;1;200;68,5714;0,6857
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;1;200;74,2857;0,7429
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;1;200;71,4286;0,7143
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;1;200;74,2857;0,7429
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;1;200;74,2857;0,7429
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;1;200;80;0,8
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;1;200;54,2857;0,5429
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;2;200;71,4286;0,7143
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;2;200;74,2857;0,7429
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;2;200;77,1429;0,7714
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;2;200;82,8571;0,8286
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;2;200;74,2857;0,7429
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;2;200;80;0,8
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;2;200;74,2857;0,7429
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;2;200;74,2857;0,7429
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;3;200;67,6471;0,6765
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;3;200;67,6471;0,6765
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;3;200;70,5882;0,7059
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;3;200;76,4706;0,7647
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;3;200;73,5294;0,7353
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;3;200;70,5882;0,7059
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;3;200;67,6471;0,6765
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;3;200;64,7059;0,6471
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;4;200;58,8235;0,5882
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;4;200;76,4706;0,7647
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;4;200;85,2941;0,8529
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;4;200;79,4118;0,7941
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;4;200;82,3529;0,8235
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;4;200;82,3529;0,8235
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;4;200;82,3529;0,8235
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;4;200;58,8235;0,5882
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;5;200;64,7059;0,6471
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;5;200;61,7647;0,6176
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;5;200;70,5882;0,7059
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;5;200;70,5882;0,7059
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;5;200;64,7059;0,6471
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;5;200;70,5882;0,7059
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;5;200;70,5882;0,7059
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;5;200;47,0588;0,4706
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;6;200;76,4706;0,7647
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;6;200;94,1176;0,9412
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;6;200;91,1765;0,9118
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;6;200;79,4118;0,7941
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;6;200;88,2353;0,8824
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;6;200;94,1176;0,9412
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;6;200;88,2353;0,8824
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;6;200;64,7059;0,6471
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;7;200;79,4118;0,7941
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;7;200;82,3529;0,8235
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;7;200;91,1765;0,9118
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;7;200;76,4706;0,7647
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;7;200;85,2941;0,8529
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;7;200;85,2941;0,8529
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;7;200;85,2941;0,8529
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;7;200;64,7059;0,6471
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;8;200;67,6471;0,6765
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;8;200;76,4706;0,7647
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;8;200;82,3529;0,8235
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;8;200;76,4706;0,7647
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;8;200;79,4118;0,7941
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;8;200;79,4118;0,7941
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;8;200;82,3529;0,8235
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;8;200;73,5294;0,7353
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;9;200;64,7059;0,6471
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;9;200;64,7059;0,6471
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;9;200;70,5882;0,7059
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;9;200;70,5882;0,7059
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;9;200;73,5294;0,7353
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;9;200;76,4706;0,7647
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;9;200;73,5294;0,7353
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;9;200;50;0,5
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_200_J48;10;200;76,4706;0,7647
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_200_RBF;10;200;85,2941;0,8529
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_200_LinearSVM;10;200;88,2353;0,8824
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_200_MLP;10;200;82,3529;0,8235
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_200_Logistic;10;200;85,2941;0,8529
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_200_RandomForest;10;200;82,3529;0,8235
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_200_Adaboost;10;200;73,5294;0,7353
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_200_Gaussian;10;200;76,4706;0,7647
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;1;200;71,4286;0,7143
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;1;200;80;0,8
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;1;200;85,7143;0,8571
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;1;200;80;0,8
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;1;200;82,8571;0,8286
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;1;200;82,8571;0,8286
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;1;200;80;0,8
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;1;200;85,7143;0,8571
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;2;200;71,4286;0,7143
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;2;200;91,4286;0,9143
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;2;200;94,2857;0,9429
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;2;200;91,4286;0,9143
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;2;200;94,2857;0,9429
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;2;200;88,5714;0,8857
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;2;200;91,4286;0,9143
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;2;200;88,5714;0,8857
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;3;200;82,3529;0,8235
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;3;200;91,1765;0,9118
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;3;200;88,2353;0,8824
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;3;200;85,2941;0,8529
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;3;200;88,2353;0,8824
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;3;200;85,2941;0,8529
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;3;200;82,3529;0,8235
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;3;200;88,2353;0,8824
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;4;200;73,5294;0,7353
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;4;200;88,2353;0,8824
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;4;200;91,1765;0,9118
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;4;200;82,3529;0,8235
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;4;200;91,1765;0,9118
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;4;200;91,1765;0,9118
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;4;200;88,2353;0,8824
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;4;200;85,2941;0,8529
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;5;200;67,6471;0,6765
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;5;200;85,2941;0,8529
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;5;200;82,3529;0,8235
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;5;200;76,4706;0,7647
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;5;200;82,3529;0,8235
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;5;200;85,2941;0,8529
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;5;200;82,3529;0,8235
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;5;200;76,4706;0,7647
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;6;200;73,5294;0,7353
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;6;200;88,2353;0,8824
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;6;200;91,1765;0,9118
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;6;200;94,1176;0,9412
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;6;200;94,1176;0,9412
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;6;200;88,2353;0,8824
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;6;200;88,2353;0,8824
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;6;200;79,4118;0,7941
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;7;200;82,3529;0,8235
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;7;200;82,3529;0,8235
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;7;200;85,2941;0,8529
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;7;200;79,4118;0,7941
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;7;200;91,1765;0,9118
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;7;200;82,3529;0,8235
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;7;200;85,2941;0,8529
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;7;200;88,2353;0,8824
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;8;200;67,6471;0,6765
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;8;200;94,1176;0,9412
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;8;200;91,1765;0,9118
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;8;200;91,1765;0,9118
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;8;200;94,1176;0,9412
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;8;200;88,2353;0,8824
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;8;200;88,2353;0,8824
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;8;200;97,0588;0,9706
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;9;200;85,2941;0,8529
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;9;200;91,1765;0,9118
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;9;200;97,0588;0,9706
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;9;200;94,1176;0,9412
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;9;200;97,0588;0,9706
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;9;200;91,1765;0,9118
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;9;200;82,3529;0,8235
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;9;200;88,2353;0,8824
MobileNet;ReliefF;J48;MobileNet_ReliefF_200_J48;10;200;73,5294;0,7353
MobileNet;ReliefF;RBF;MobileNet_ReliefF_200_RBF;10;200;97,0588;0,9706
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_200_LinearSVM;10;200;94,1176;0,9412
MobileNet;ReliefF;MLP;MobileNet_ReliefF_200_MLP;10;200;85,2941;0,8529
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_200_Logistic;10;200;97,0588;0,9706
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_200_RandomForest;10;200;94,1176;0,9412
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_200_Adaboost;10;200;91,1765;0,9118
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_200_Gaussian;10;200;91,1765;0,9118
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;1;200;65,7143;0,6571
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;1;200;80;0,8
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;1;200;80;0,8
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;1;200;77,1429;0,7714
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;1;200;82,8571;0,8286
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;1;200;80;0,8
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;1;200;82,8571;0,8286
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;1;200;77,1429;0,7714
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;2;200;62,8571;0,6286
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;2;200;65,7143;0,6571
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;2;200;74,2857;0,7429
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;2;200;68,5714;0,6857
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;2;200;74,2857;0,7429
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;2;200;80;0,8
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;2;200;74,2857;0,7429
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;2;200;65,7143;0,6571
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;3;200;82,3529;0,8235
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;3;200;82,3529;0,8235
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;3;200;85,2941;0,8529
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;3;200;85,2941;0,8529
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;3;200;88,2353;0,8824
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;3;200;88,2353;0,8824
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;3;200;85,2941;0,8529
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;3;200;85,2941;0,8529
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;4;200;70,5882;0,7059
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;4;200;79,4118;0,7941
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;4;200;73,5294;0,7353
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;4;200;67,6471;0,6765
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;4;200;76,4706;0,7647
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;4;200;85,2941;0,8529
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;4;200;88,2353;0,8824
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;4;200;79,4118;0,7941
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;5;200;70,5882;0,7059
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;5;200;67,6471;0,6765
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;5;200;67,6471;0,6765
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;5;200;73,5294;0,7353
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;5;200;76,4706;0,7647
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;5;200;85,2941;0,8529
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;5;200;85,2941;0,8529
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;5;200;73,5294;0,7353
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;6;200;85,2941;0,8529
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;6;200;85,2941;0,8529
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;6;200;82,3529;0,8235
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;6;200;76,4706;0,7647
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;6;200;91,1765;0,9118
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;6;200;97,0588;0,9706
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;6;200;91,1765;0,9118
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;6;200;88,2353;0,8824
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;7;200;73,5294;0,7353
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;7;200;76,4706;0,7647
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;7;200;79,4118;0,7941
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;7;200;82,3529;0,8235
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;7;200;79,4118;0,7941
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;7;200;94,1176;0,9412
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;7;200;94,1176;0,9412
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;7;200;76,4706;0,7647
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;8;200;82,3529;0,8235
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;8;200;79,4118;0,7941
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;8;200;76,4706;0,7647
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;8;200;76,4706;0,7647
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;8;200;76,4706;0,7647
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;8;200;91,1765;0,9118
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;8;200;82,3529;0,8235
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;8;200;76,4706;0,7647
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;9;200;79,4118;0,7941
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;9;200;82,3529;0,8235
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;9;200;85,2941;0,8529
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;9;200;82,3529;0,8235
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;9;200;79,4118;0,7941
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;9;200;85,2941;0,8529
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;9;200;85,2941;0,8529
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;9;200;79,4118;0,7941
DenseNet121;ReliefF;J48;DenseNet121_ReliefF_200_J48;10;200;85,2941;0,8529
DenseNet121;ReliefF;RBF;DenseNet121_ReliefF_200_RBF;10;200;79,4118;0,7941
DenseNet121;ReliefF;LinearSVM;DenseNet121_ReliefF_200_LinearSVM;10;200;73,5294;0,7353
DenseNet121;ReliefF;MLP;DenseNet121_ReliefF_200_MLP;10;200;79,4118;0,7941
DenseNet121;ReliefF;Logistic;DenseNet121_ReliefF_200_Logistic;10;200;73,5294;0,7353
DenseNet121;ReliefF;RandomForest;DenseNet121_ReliefF_200_RandomForest;10;200;88,2353;0,8824
DenseNet121;ReliefF;Adaboost;DenseNet121_ReliefF_200_Adaboost;10;200;85,2941;0,8529
DenseNet121;ReliefF;Gaussian;DenseNet121_ReliefF_200_Gaussian;10;200;76,4706;0,7647
DenseNet169;ReliefF;J48;DenseNet169_ReliefF_200_J48;1;200;65,7143;0,6571
DenseNet169;ReliefF;RBF;DenseNet169_ReliefF_200_RBF;1;200;80;0,8
