ExtractionMethod;Reduction;Classification;Metodo;Fold;Components;ACC2;ACC
VGG16;UMAP;Gaussian;VGG16_UMAP_300_Gaussian;5;300;76,4706;0,7647
VGG16;UMAP;Gaussian;VGG16_UMAP_300_Gaussian;6;300;64,7059;0,6471
VGG16;UMAP;Gaussian;VGG16_UMAP_300_Gaussian;7;300;55,8824;0,5588
VGG16;UMAP;Gaussian;VGG16_UMAP_300_Gaussian;8;300;70,5882;0,7059
VGG16;UMAP;Gaussian;VGG16_UMAP_300_Gaussian;9;300;79,4118;0,7941
VGG16;UMAP;Gaussian;VGG16_UMAP_300_Gaussian;10;300;61,7647;0,6176
VGG19;PCA;J48;VGG19_PCA_300_J48;1;300;62,8571;0,6286
VGG19;PCA;J48;VGG19_PCA_300_J48;2;300;77,1429;0,7714
VGG19;PCA;J48;VGG19_PCA_300_J48;3;300;82,3529;0,8235
VGG19;PCA;J48;VGG19_PCA_300_J48;4;300;67,6471;0,6765
VGG19;PCA;J48;VGG19_PCA_300_J48;5;300;67,6471;0,6765
VGG19;PCA;J48;VGG19_PCA_300_J48;6;300;79,4118;0,7941
VGG19;PCA;J48;VGG19_PCA_300_J48;7;300;67,6471;0,6765
VGG19;PCA;J48;VGG19_PCA_300_J48;8;300;67,6471;0,6765
VGG19;PCA;J48;VGG19_PCA_300_J48;9;300;76,4706;0,7647
VGG19;PCA;J48;VGG19_PCA_300_J48;10;300;67,6471;0,6765
VGG19;PCA;RBF;VGG19_PCA_300_RBF;1;300;77,1429;0,7714
VGG19;PCA;RBF;VGG19_PCA_300_RBF;2;300;82,8571;0,8286
VGG19;PCA;RBF;VGG19_PCA_300_RBF;3;300;91,1765;0,9118
VGG19;PCA;RBF;VGG19_PCA_300_RBF;4;300;79,4118;0,7941
VGG19;PCA;RBF;VGG19_PCA_300_RBF;5;300;73,5294;0,7353
VGG19;PCA;RBF;VGG19_PCA_300_RBF;6;300;82,3529;0,8235
VGG19;PCA;RBF;VGG19_PCA_300_RBF;7;300;88,2353;0,8824
VGG19;PCA;RBF;VGG19_PCA_300_RBF;8;300;88,2353;0,8824
VGG19;PCA;RBF;VGG19_PCA_300_RBF;9;300;91,1765;0,9118
VGG19;PCA;RBF;VGG19_PCA_300_RBF;10;300;88,2353;0,8824
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;1;300;85,7143;0,8571
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;2;300;82,8571;0,8286
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;3;300;88,2353;0,8824
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;4;300;76,4706;0,7647
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;5;300;85,2941;0,8529
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;6;300;88,2353;0,8824
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;7;300;94,1176;0,9412
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;8;300;91,1765;0,9118
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;9;300;88,2353;0,8824
VGG19;PCA;LinearSVM;VGG19_PCA_300_LinearSVM;10;300;76,4706;0,7647
VGG19;PCA;MLP;VGG19_PCA_300_MLP;1;300;51,4286;0,5143
VGG19;PCA;MLP;VGG19_PCA_300_MLP;2;300;62,8571;0,6286
VGG19;PCA;MLP;VGG19_PCA_300_MLP;3;300;55,8824;0,5588
VGG19;PCA;MLP;VGG19_PCA_300_MLP;4;300;64,7059;0,6471
VGG19;PCA;MLP;VGG19_PCA_300_MLP;5;300;73,5294;0,7353
VGG19;PCA;MLP;VGG19_PCA_300_MLP;6;300;61,7647;0,6176
VGG19;PCA;MLP;VGG19_PCA_300_MLP;7;300;64,7059;0,6471
VGG19;PCA;MLP;VGG19_PCA_300_MLP;8;300;61,7647;0,6176
VGG19;PCA;MLP;VGG19_PCA_300_MLP;9;300;61,7647;0,6176
VGG19;PCA;MLP;VGG19_PCA_300_MLP;10;300;52,9412;0,5294
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;1;300;82,8571;0,8286
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;2;300;85,7143;0,8571
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;3;300;91,1765;0,9118
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;4;300;82,3529;0,8235
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;5;300;85,2941;0,8529
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;6;300;88,2353;0,8824
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;7;300;94,1176;0,9412
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;8;300;91,1765;0,9118
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;9;300;91,1765;0,9118
VGG19;PCA;Logistic;VGG19_PCA_300_Logistic;10;300;73,5294;0,7353
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;1;300;54,2857;0,5429
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;2;300;68,5714;0,6857
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;3;300;85,2941;0,8529
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;4;300;73,5294;0,7353
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;5;300;61,7647;0,6176
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;6;300;85,2941;0,8529
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;7;300;73,5294;0,7353
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;8;300;82,3529;0,8235
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;9;300;82,3529;0,8235
VGG19;PCA;RandomForest;VGG19_PCA_300_RandomForest;10;300;76,4706;0,7647
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;1;300;68,5714;0,6857
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;2;300;74,2857;0,7429
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;3;300;82,3529;0,8235
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;4;300;76,4706;0,7647
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;5;300;67,6471;0,6765
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;6;300;73,5294;0,7353
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;7;300;70,5882;0,7059
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;8;300;73,5294;0,7353
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;9;300;82,3529;0,8235
VGG19;PCA;Adaboost;VGG19_PCA_300_Adaboost;10;300;70,5882;0,7059
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;1;300;54,2857;0,5429
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;2;300;62,8571;0,6286
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;3;300;73,5294;0,7353
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;4;300;61,7647;0,6176
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;5;300;58,8235;0,5882
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;6;300;76,4706;0,7647
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;7;300;67,6471;0,6765
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;8;300;70,5882;0,7059
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;9;300;79,4118;0,7941
VGG19;PCA;Gaussian;VGG19_PCA_300_Gaussian;10;300;55,8824;0,5588
VGG19;UMAP;J48;VGG19_UMAP_300_J48;1;300;54,2857;0,5429
VGG19;UMAP;J48;VGG19_UMAP_300_J48;2;300;68,5714;0,6857
VGG19;UMAP;J48;VGG19_UMAP_300_J48;3;300;67,6471;0,6765
VGG19;UMAP;J48;VGG19_UMAP_300_J48;4;300;67,6471;0,6765
VGG19;UMAP;J48;VGG19_UMAP_300_J48;5;300;79,4118;0,7941
VGG19;UMAP;J48;VGG19_UMAP_300_J48;6;300;64,7059;0,6471
VGG19;UMAP;J48;VGG19_UMAP_300_J48;7;300;50;0,5
VGG19;UMAP;J48;VGG19_UMAP_300_J48;8;300;64,7059;0,6471
VGG19;UMAP;J48;VGG19_UMAP_300_J48;9;300;55,8824;0,5588
VGG19;UMAP;J48;VGG19_UMAP_300_J48;10;300;67,6471;0,6765
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;1;300;42,8571;0,4286
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;2;300;34,2857;0,3429
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;3;300;50;0,5
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;4;300;58,8235;0,5882
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;5;300;50;0,5
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;6;300;52,9412;0,5294
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;7;300;50;0,5
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;8;300;52,9412;0,5294
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;9;300;35,2941;0,3529
VGG19;UMAP;RBF;VGG19_UMAP_300_RBF;10;300;55,8824;0,5588
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;1;300;54,2857;0,5429
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;2;300;62,8571;0,6286
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;3;300;73,5294;0,7353
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;4;300;79,4118;0,7941
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;5;300;67,6471;0,6765
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;6;300;73,5294;0,7353
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;7;300;67,6471;0,6765
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;8;300;73,5294;0,7353
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;9;300;64,7059;0,6471
VGG19;UMAP;LinearSVM;VGG19_UMAP_300_LinearSVM;10;300;70,5882;0,7059
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;1;300;45,7143;0,4571
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;2;300;34,2857;0,3429
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;3;300;50;0,5
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;4;300;41,1765;0,4118
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;5;300;50;0,5
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;6;300;47,0588;0,4706
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;7;300;44,1176;0,4412
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;8;300;47,0588;0,4706
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;9;300;35,2941;0,3529
VGG19;UMAP;MLP;VGG19_UMAP_300_MLP;10;300;44,1176;0,4412
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;1;300;68,5714;0,6857
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;2;300;80;0,8
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;3;300;79,4118;0,7941
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;4;300;79,4118;0,7941
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;5;300;79,4118;0,7941
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;6;300;73,5294;0,7353
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;7;300;61,7647;0,6176
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;8;300;76,4706;0,7647
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;9;300;67,6471;0,6765
VGG19;UMAP;Logistic;VGG19_UMAP_300_Logistic;10;300;70,5882;0,7059
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;1;300;65,7143;0,6571
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;2;300;77,1429;0,7714
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;3;300;82,3529;0,8235
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;4;300;79,4118;0,7941
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;5;300;82,3529;0,8235
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;6;300;73,5294;0,7353
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;7;300;70,5882;0,7059
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;8;300;73,5294;0,7353
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;9;300;70,5882;0,7059
VGG19;UMAP;RandomForest;VGG19_UMAP_300_RandomForest;10;300;67,6471;0,6765
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;1;300;77,1429;0,7714
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;2;300;68,5714;0,6857
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;3;300;76,4706;0,7647
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;4;300;79,4118;0,7941
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;5;300;79,4118;0,7941
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;6;300;70,5882;0,7059
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;7;300;70,5882;0,7059
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;8;300;70,5882;0,7059
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;9;300;61,7647;0,6176
VGG19;UMAP;Adaboost;VGG19_UMAP_300_Adaboost;10;300;67,6471;0,6765
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;1;300;77,1429;0,7714
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;2;300;80;0,8
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;3;300;70,5882;0,7059
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;4;300;76,4706;0,7647
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;5;300;70,5882;0,7059
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;6;300;73,5294;0,7353
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;7;300;61,7647;0,6176
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;8;300;73,5294;0,7353
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;9;300;70,5882;0,7059
VGG19;UMAP;Gaussian;VGG19_UMAP_300_Gaussian;10;300;73,5294;0,7353
ResNet50;PCA;J48;ResNet50_PCA_300_J48;1;300;60;0,6
ResNet50;PCA;J48;ResNet50_PCA_300_J48;2;300;71,4286;0,7143
ResNet50;PCA;J48;ResNet50_PCA_300_J48;3;300;58,8235;0,5882
ResNet50;PCA;J48;ResNet50_PCA_300_J48;4;300;79,4118;0,7941
ResNet50;PCA;J48;ResNet50_PCA_300_J48;5;300;70,5882;0,7059
ResNet50;PCA;J48;ResNet50_PCA_300_J48;6;300;85,2941;0,8529
ResNet50;PCA;J48;ResNet50_PCA_300_J48;7;300;61,7647;0,6176
ResNet50;PCA;J48;ResNet50_PCA_300_J48;8;300;82,3529;0,8235
ResNet50;PCA;J48;ResNet50_PCA_300_J48;9;300;70,5882;0,7059
ResNet50;PCA;J48;ResNet50_PCA_300_J48;10;300;85,2941;0,8529
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;1;300;88,5714;0,8857
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;2;300;88,5714;0,8857
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;3;300;85,2941;0,8529
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;4;300;79,4118;0,7941
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;5;300;91,1765;0,9118
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;6;300;94,1176;0,9412
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;7;300;82,3529;0,8235
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;8;300;91,1765;0,9118
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;9;300;91,1765;0,9118
ResNet50;PCA;RBF;ResNet50_PCA_300_RBF;10;300;88,2353;0,8824
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;1;300;91,4286;0,9143
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;2;300;85,7143;0,8571
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;3;300;91,1765;0,9118
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;4;300;88,2353;0,8824
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;5;300;88,2353;0,8824
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;6;300;91,1765;0,9118
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;7;300;79,4118;0,7941
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;8;300;100;1
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;9;300;91,1765;0,9118
ResNet50;PCA;LinearSVM;ResNet50_PCA_300_LinearSVM;10;300;91,1765;0,9118
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;1;300;57,1429;0,5714
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;2;300;65,7143;0,6571
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;3;300;67,6471;0,6765
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;4;300;67,6471;0,6765
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;5;300;70,5882;0,7059
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;6;300;82,3529;0,8235
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;7;300;76,4706;0,7647
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;8;300;64,7059;0,6471
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;9;300;64,7059;0,6471
ResNet50;PCA;MLP;ResNet50_PCA_300_MLP;10;300;44,1176;0,4412
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;1;300;94,2857;0,9429
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;2;300;85,7143;0,8571
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;3;300;88,2353;0,8824
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;4;300;91,1765;0,9118
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;5;300;91,1765;0,9118
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;6;300;88,2353;0,8824
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;7;300;85,2941;0,8529
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;8;300;100;1
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;9;300;91,1765;0,9118
ResNet50;PCA;Logistic;ResNet50_PCA_300_Logistic;10;300;94,1176;0,9412
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;1;300;82,8571;0,8286
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;2;300;80;0,8
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;3;300;76,4706;0,7647
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;4;300;67,6471;0,6765
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;5;300;76,4706;0,7647
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;6;300;73,5294;0,7353
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;7;300;73,5294;0,7353
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;8;300;85,2941;0,8529
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;9;300;76,4706;0,7647
ResNet50;PCA;RandomForest;ResNet50_PCA_300_RandomForest;10;300;70,5882;0,7059
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;1;300;85,7143;0,8571
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;2;300;88,5714;0,8857
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;3;300;79,4118;0,7941
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;4;300;79,4118;0,7941
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;5;300;88,2353;0,8824
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;6;300;82,3529;0,8235
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;7;300;76,4706;0,7647
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;8;300;85,2941;0,8529
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;9;300;88,2353;0,8824
ResNet50;PCA;Adaboost;ResNet50_PCA_300_Adaboost;10;300;82,3529;0,8235
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;1;300;71,4286;0,7143
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;2;300;74,2857;0,7429
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;3;300;70,5882;0,7059
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;4;300;55,8824;0,5588
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;5;300;64,7059;0,6471
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;6;300;70,5882;0,7059
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;7;300;67,6471;0,6765
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;8;300;73,5294;0,7353
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;9;300;73,5294;0,7353
ResNet50;PCA;Gaussian;ResNet50_PCA_300_Gaussian;10;300;64,7059;0,6471
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;1;300;80;0,8
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;2;300;74,2857;0,7429
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;3;300;82,3529;0,8235
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;4;300;82,3529;0,8235
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;5;300;82,3529;0,8235
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;6;300;76,4706;0,7647
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;7;300;79,4118;0,7941
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;8;300;85,2941;0,8529
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;9;300;73,5294;0,7353
ResNet50;UMAP;J48;ResNet50_UMAP_300_J48;10;300;70,5882;0,7059
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;1;300;57,1429;0,5714
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;2;300;42,8571;0,4286
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;3;300;67,6471;0,6765
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;4;300;76,4706;0,7647
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;5;300;67,6471;0,6765
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;6;300;67,6471;0,6765
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;7;300;67,6471;0,6765
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;8;300;70,5882;0,7059
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;9;300;67,6471;0,6765
ResNet50;UMAP;RBF;ResNet50_UMAP_300_RBF;10;300;76,4706;0,7647
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;1;300;71,4286;0,7143
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;2;300;71,4286;0,7143
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;3;300;73,5294;0,7353
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;4;300;82,3529;0,8235
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;5;300;73,5294;0,7353
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;6;300;79,4118;0,7941
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;7;300;67,6471;0,6765
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;8;300;73,5294;0,7353
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;9;300;76,4706;0,7647
ResNet50;UMAP;LinearSVM;ResNet50_UMAP_300_LinearSVM;10;300;82,3529;0,8235
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;1;300;68,5714;0,6857
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;2;300;34,2857;0,3429
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;3;300;73,5294;0,7353
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;4;300;64,7059;0,6471
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;5;300;70,5882;0,7059
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;6;300;47,0588;0,4706
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;7;300;50;0,5
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;8;300;52,9412;0,5294
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;9;300;35,2941;0,3529
ResNet50;UMAP;MLP;ResNet50_UMAP_300_MLP;10;300;64,7059;0,6471
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;1;300;77,1429;0,7714
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;2;300;82,8571;0,8286
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;3;300;76,4706;0,7647
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;4;300;79,4118;0,7941
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;5;300;76,4706;0,7647
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;6;300;85,2941;0,8529
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;7;300;67,6471;0,6765
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;8;300;82,3529;0,8235
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;9;300;79,4118;0,7941
ResNet50;UMAP;Logistic;ResNet50_UMAP_300_Logistic;10;300;88,2353;0,8824
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;1;300;80;0,8
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;2;300;85,7143;0,8571
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;3;300;88,2353;0,8824
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;4;300;82,3529;0,8235
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;5;300;88,2353;0,8824
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;6;300;85,2941;0,8529
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;7;300;73,5294;0,7353
ResNet50;UMAP;RandomForest;ResNet50_UMAP_300_RandomForest;8;300;82,3529;0,8235
